Content of this URL:  ftp://ftp.tceq.state.tx.us/pub/WaterResourceManagement/WaterQuality/DataCollection/CleanRivers/public/stations.txt
find record with SiteCode 16051 in database, skip it...
find record with SiteCode 14570 in database, skip it...
find record with SiteCode 14560 in database, skip it...
find record with SiteCode 14598 in database, skip it...
find record with SiteCode 14572 in database, skip it...
find record with SiteCode 14583 in database, skip it...
find record with SiteCode 14924 in database, skip it...
find record with SiteCode 13050 in database, skip it...
find record with SiteCode 13051 in database, skip it...
find record with SiteCode 13054 in database, skip it...
find record with SiteCode 13056 in database, skip it...
find record with SiteCode 13064 in database, skip it...
find record with SiteCode 13066 in database, skip it...
find record with SiteCode 13058 in database, skip it...
find record with SiteCode 13047 in database, skip it...
find record with SiteCode 13048 in database, skip it...
find record with SiteCode 13053 in database, skip it...
find record with SiteCode 13049 in database, skip it...
find record with SiteCode 13044 in database, skip it...
find record with SiteCode 13041 in database, skip it...
find record with SiteCode 13052 in database, skip it...
find record with SiteCode 13043 in database, skip it...
find record with SiteCode 13045 in database, skip it...
find record with SiteCode 13040 in database, skip it...
find record with SiteCode 13039 in database, skip it...
find record with SiteCode 13062 in database, skip it...
find record with SiteCode 16893 in database, skip it...
find record with SiteCode 16892 in database, skip it...
find record with SiteCode 16891 in database, skip it...
find record with SiteCode 16894 in database, skip it...
find record with SiteCode 16675 in database, skip it...
find record with SiteCode 16278 in database, skip it...
find record with SiteCode 16279 in database, skip it...
find record with SiteCode 16280 in database, skip it...
find record with SiteCode 18309 in database, skip it...
find record with SiteCode 15020 in database, skip it...
find record with SiteCode 17931 in database, skip it...
find record with SiteCode 18011 in database, skip it...
find record with SiteCode 18012 in database, skip it...
find record with SiteCode 18013 in database, skip it...
find record with SiteCode 18014 in database, skip it...
find record with SiteCode 18015 in database, skip it...
find record with SiteCode 18017 in database, skip it...
find record with SiteCode 18018 in database, skip it...
find record with SiteCode 18019 in database, skip it...
find record with SiteCode 18020 in database, skip it...
find record with SiteCode 18025 in database, skip it...
find record with SiteCode 18026 in database, skip it...
find record with SiteCode 18027 in database, skip it...
find record with SiteCode 18028 in database, skip it...
find record with SiteCode 18029 in database, skip it...
find record with SiteCode 18030 in database, skip it...
find record with SiteCode 18031 in database, skip it...
find record with SiteCode 18032 in database, skip it...
find record with SiteCode 18033 in database, skip it...
find record with SiteCode 18034 in database, skip it...
find record with SiteCode 18035 in database, skip it...
find record with SiteCode 18036 in database, skip it...
find record with SiteCode 18037 in database, skip it...
find record with SiteCode 18038 in database, skip it...
find record with SiteCode 18039 in database, skip it...
find record with SiteCode 18040 in database, skip it...
find record with SiteCode 18041 in database, skip it...
find record with SiteCode 18043 in database, skip it...
find record with SiteCode 18044 in database, skip it...
find record with SiteCode 18004 in database, skip it...
find record with SiteCode 18006 in database, skip it...
find record with SiteCode 18007 in database, skip it...
find record with SiteCode 18008 in database, skip it...
find record with SiteCode 18009 in database, skip it...
find record with SiteCode 18010 in database, skip it...
find record with SiteCode 20224 in database, skip it...
find record with SiteCode 20221 in database, skip it...
find record with SiteCode 20216 in database, skip it...
find record with SiteCode 20231 in database, skip it...
find record with SiteCode 20217 in database, skip it...
find record with SiteCode 20223 in database, skip it...
find record with SiteCode 20225 in database, skip it...
find record with SiteCode 20226 in database, skip it...
find record with SiteCode 20215 in database, skip it...
find record with SiteCode 12221 in database, skip it...
find record with SiteCode 15183 in database, skip it...
find record with SiteCode 11442 in database, skip it...
find record with SiteCode 13060 in database, skip it...
find record with SiteCode 18196 in database, skip it...
find record with SiteCode 13038 in database, skip it...
find record with SiteCode 18385 in database, skip it...
find record with SiteCode 18484 in database, skip it...
find record with SiteCode 18383 in database, skip it...
find record with SiteCode 11430 in database, skip it...
find record with SiteCode 17028 in database, skip it...
find record with SiteCode 20188 in database, skip it...
find record with SiteCode 17930 in database, skip it...
find record with SiteCode 18022 in database, skip it...
find record with SiteCode 18023 in database, skip it...
find record with SiteCode 18024 in database, skip it...
find record with SiteCode 18005 in database, skip it...
find record with SiteCode 17983 in database, skip it...
find record with SiteCode 17989 in database, skip it...
find record with SiteCode 17985 in database, skip it...
find record with SiteCode 15096 in database, skip it...
find record with SiteCode 13141 in database, skip it...
find record with SiteCode 13142 in database, skip it...
find record with SiteCode 13143 in database, skip it...
find record with SiteCode 13144 in database, skip it...
find record with SiteCode 13145 in database, skip it...
find record with SiteCode 13146 in database, skip it...
find record with SiteCode 13147 in database, skip it...
find record with SiteCode 13148 in database, skip it...
find record with SiteCode 13149 in database, skip it...
find record with SiteCode 13150 in database, skip it...
find record with SiteCode 13151 in database, skip it...
find record with SiteCode 13152 in database, skip it...
find record with SiteCode 13153 in database, skip it...
find record with SiteCode 13154 in database, skip it...
find record with SiteCode 13155 in database, skip it...
find record with SiteCode 13156 in database, skip it...
find record with SiteCode 13157 in database, skip it...
find record with SiteCode 13158 in database, skip it...
find record with SiteCode 13159 in database, skip it...
find record with SiteCode 13160 in database, skip it...
find record with SiteCode 13161 in database, skip it...
find record with SiteCode 17991 in database, skip it...
find record with SiteCode 17994 in database, skip it...
find record with SiteCode 17986 in database, skip it...
find record with SiteCode 17984 in database, skip it...
find record with SiteCode 17987 in database, skip it...
find record with SiteCode 17988 in database, skip it...
find record with SiteCode 17990 in database, skip it...
find record with SiteCode 17981 in database, skip it...
find record with SiteCode 10093 in database, skip it...
find record with SiteCode 10099 in database, skip it...
find record with SiteCode 16806 in database, skip it...
find record with SiteCode 17031 in database, skip it...
find record with SiteCode 17030 in database, skip it...
find record with SiteCode 12248 in database, skip it...
find record with SiteCode 17123 in database, skip it...
find record with SiteCode 17126 in database, skip it...
find record with SiteCode 17124 in database, skip it...
find record with SiteCode 17447 in database, skip it...
find record with SiteCode 16105 in database, skip it...
find record with SiteCode 15106 in database, skip it...
find record with SiteCode 18528 in database, skip it...
find record with SiteCode 17485 in database, skip it...
find record with SiteCode 17635 in database, skip it...
find record with SiteCode 10556 in database, skip it...
find record with SiteCode 16717 in database, skip it...
find record with SiteCode 15626 in database, skip it...
find record with SiteCode 16719 in database, skip it...
find record with SiteCode 11141 in database, skip it...
find record with SiteCode 16713 in database, skip it...
find record with SiteCode 16720 in database, skip it...
find record with SiteCode 17382 in database, skip it...
find record with SiteCode 11508 in database, skip it...
find record with SiteCode 16698 in database, skip it...
find record with SiteCode 17125 in database, skip it...
find record with SiteCode 18304 in database, skip it...
find record with SiteCode 17128 in database, skip it...
find record with SiteCode 17132 in database, skip it...
find record with SiteCode 15755 in database, skip it...
find record with SiteCode 11124 in database, skip it...
find record with SiteCode 16676 in database, skip it...
find record with SiteCode 16590 in database, skip it...
find record with SiteCode 17034 in database, skip it...
find record with SiteCode 18522 in database, skip it...
find record with SiteCode 18523 in database, skip it...
find record with SiteCode 18524 in database, skip it...
find record with SiteCode 17127 in database, skip it...
find record with SiteCode 18306 in database, skip it...
find record with SiteCode 18307 in database, skip it...
find record with SiteCode 18308 in database, skip it...
find record with SiteCode 16608 in database, skip it...
find record with SiteCode 16718 in database, skip it...
find record with SiteCode 16831 in database, skip it...
find record with SiteCode 15612 in database, skip it...
find record with SiteCode 17056 in database, skip it...
find record with SiteCode 11156 in database, skip it...
find record with SiteCode 16595 in database, skip it...
find record with SiteCode 16596 in database, skip it...
find record with SiteCode 15796 in database, skip it...
find record with SiteCode 15798 in database, skip it...
find record with SiteCode 18427 in database, skip it...
find record with SiteCode 15197 in database, skip it...
find record with SiteCode 15044 in database, skip it...
find record with SiteCode 15045 in database, skip it...
find record with SiteCode 15046 in database, skip it...
find record with SiteCode 15047 in database, skip it...
find record with SiteCode 11189 in database, skip it...
find record with SiteCode 15138 in database, skip it...
find record with SiteCode 11611 in database, skip it...
find record with SiteCode 11617 in database, skip it...
find record with SiteCode 17866 in database, skip it...
find record with SiteCode 16804 in database, skip it...
find record with SiteCode 11150 in database, skip it...
find record with SiteCode 11151 in database, skip it...
find record with SiteCode 11152 in database, skip it...
find record with SiteCode 10071 in database, skip it...
find record with SiteCode 10251 in database, skip it...
find record with SiteCode 10252 in database, skip it...
find record with SiteCode 16101 in database, skip it...
find record with SiteCode 16295 in database, skip it...
find record with SiteCode 11444 in database, skip it...
find record with SiteCode 20494 in database, skip it...
find record with SiteCode 20479 in database, skip it...
find record with SiteCode 10091 in database, skip it...
find record with SiteCode 10480 in database, skip it...
find record with SiteCode 10506 in database, skip it...
find record with SiteCode 10491 in database, skip it...
find record with SiteCode 10490 in database, skip it...
find record with SiteCode 17823 in database, skip it...
find record with SiteCode 10482 in database, skip it...
find record with SiteCode 15629 in database, skip it...
find record with SiteCode 10545 in database, skip it...
find record with SiteCode 10500 in database, skip it...
find record with SiteCode 10508 in database, skip it...
find record with SiteCode 11443 in database, skip it...
find record with SiteCode 15701 in database, skip it...
find record with SiteCode 18369 in database, skip it...
find record with SiteCode 15127 in database, skip it...
find record with SiteCode 15128 in database, skip it...
find record with SiteCode 17023 in database, skip it...
find record with SiteCode 20511 in database, skip it...
find record with SiteCode 20514 in database, skip it...
find record with SiteCode 20515 in database, skip it...
find record with SiteCode 20519 in database, skip it...
find record with SiteCode 20512 in database, skip it...
find record with SiteCode 10713 in database, skip it...
find record with SiteCode 20783 in database, skip it...
find record with SiteCode 20367 in database, skip it...
find record with SiteCode 20192 in database, skip it...
find record with SiteCode 10715 in database, skip it...
find record with SiteCode 20475 in database, skip it...
find record with SiteCode 20477 in database, skip it...
find record with SiteCode 20476 in database, skip it...
find record with SiteCode 10724 in database, skip it...
find record with SiteCode 20024 in database, skip it...
find record with SiteCode 20728 in database, skip it...
find record with SiteCode 20536 in database, skip it...
find record with SiteCode 16657 in database, skip it...
find record with SiteCode 20180 in database, skip it...
find record with SiteCode 20436 in database, skip it...
find record with SiteCode 20437 in database, skip it...
find record with SiteCode 10498 in database, skip it...
find record with SiteCode 16834 in database, skip it...
find record with SiteCode 20559 in database, skip it...
find record with SiteCode 20195 in database, skip it...
find record with SiteCode 20504 in database, skip it...
find record with SiteCode 10029 in database, skip it...
find record with SiteCode 15608 in database, skip it...
find record with SiteCode 10516 in database, skip it...
find record with SiteCode 10709 in database, skip it...
find record with SiteCode 15740 in database, skip it...
find record with SiteCode 20354 in database, skip it...
find record with SiteCode 10512 in database, skip it...
find record with SiteCode 20432 in database, skip it...
find record with SiteCode 20524 in database, skip it...
find record with SiteCode 20706 in database, skip it...
find record with SiteCode 11642 in database, skip it...
inert new Site record with SiteCode ==> 20753
inert new Site record with SiteCode ==> 20752
find record with SiteCode 14778 in database, skip it...
find record with SiteCode 15043 in database, skip it...
find record with SiteCode 15064 in database, skip it...
find record with SiteCode 17029 in database, skip it...
find record with SiteCode 10507 in database, skip it...
find record with SiteCode 20187 in database, skip it...
find record with SiteCode 13030 in database, skip it...
find record with SiteCode 18021 in database, skip it...
find record with SiteCode 13032 in database, skip it...
find record with SiteCode 11440 in database, skip it...
find record with SiteCode 17185 in database, skip it...
find record with SiteCode 11439 in database, skip it...
find record with SiteCode 17187 in database, skip it...
find record with SiteCode 17188 in database, skip it...
find record with SiteCode 17213 in database, skip it...
find record with SiteCode 17214 in database, skip it...
find record with SiteCode 17196 in database, skip it...
find record with SiteCode 17192 in database, skip it...
find record with SiteCode 18581 in database, skip it...
find record with SiteCode 17202 in database, skip it...
find record with SiteCode 17367 in database, skip it...
find record with SiteCode 17184 in database, skip it...
find record with SiteCode 17182 in database, skip it...
find record with SiteCode 17183 in database, skip it...
find record with SiteCode 17180 in database, skip it...
find record with SiteCode 16630 in database, skip it...
find record with SiteCode 16629 in database, skip it...
find record with SiteCode 10194 in database, skip it...
find record with SiteCode 18317 in database, skip it...
find record with SiteCode 17960 in database, skip it...
find record with SiteCode 16949 in database, skip it...
find record with SiteCode 18364 in database, skip it...
find record with SiteCode 15462 in database, skip it...
find record with SiteCode 14554 in database, skip it...
find record with SiteCode 14555 in database, skip it...
find record with SiteCode 14556 in database, skip it...
find record with SiteCode 14557 in database, skip it...
find record with SiteCode 14563 in database, skip it...
find record with SiteCode 14569 in database, skip it...
find record with SiteCode 14571 in database, skip it...
find record with SiteCode 14580 in database, skip it...
find record with SiteCode 14581 in database, skip it...
find record with SiteCode 16503 in database, skip it...
find record with SiteCode 16507 in database, skip it...
find record with SiteCode 16510 in database, skip it...
find record with SiteCode 16511 in database, skip it...
find record with SiteCode 16512 in database, skip it...
find record with SiteCode 16516 in database, skip it...
find record with SiteCode 15244 in database, skip it...
find record with SiteCode 15245 in database, skip it...
find record with SiteCode 15242 in database, skip it...
find record with SiteCode 15243 in database, skip it...
find record with SiteCode 15247 in database, skip it...
find record with SiteCode 15246 in database, skip it...
find record with SiteCode 15903 in database, skip it...
find record with SiteCode 15904 in database, skip it...
find record with SiteCode 15906 in database, skip it...
find record with SiteCode 15907 in database, skip it...
find record with SiteCode 15908 in database, skip it...
find record with SiteCode 15909 in database, skip it...
find record with SiteCode 15910 in database, skip it...
find record with SiteCode 15911 in database, skip it...
find record with SiteCode 15913 in database, skip it...
find record with SiteCode 16201 in database, skip it...
find record with SiteCode 16203 in database, skip it...
find record with SiteCode 16207 in database, skip it...
find record with SiteCode 16208 in database, skip it...
find record with SiteCode 16209 in database, skip it...
find record with SiteCode 16213 in database, skip it...
find record with SiteCode 16215 in database, skip it...
find record with SiteCode 16230 in database, skip it...
find record with SiteCode 13304 in database, skip it...
find record with SiteCode 13306 in database, skip it...
find record with SiteCode 13307 in database, skip it...
find record with SiteCode 13308 in database, skip it...
find record with SiteCode 13309 in database, skip it...
find record with SiteCode 13312 in database, skip it...
find record with SiteCode 13313 in database, skip it...
find record with SiteCode 13303 in database, skip it...
find record with SiteCode 14566 in database, skip it...
find record with SiteCode 15464 in database, skip it...
find record with SiteCode 14561 in database, skip it...
find record with SiteCode 13311 in database, skip it...
find record with SiteCode 16969 in database, skip it...
find record with SiteCode 14397 in database, skip it...
find record with SiteCode 13310 in database, skip it...
find record with SiteCode 18401 in database, skip it...
find record with SiteCode 20771 in database, skip it...
find record with SiteCode 18520 in database, skip it...
find record with SiteCode 18643 in database, skip it...
find record with SiteCode 12126 in database, skip it...
find record with SiteCode 14372 in database, skip it...
find record with SiteCode 18211 in database, skip it...
find record with SiteCode 16632 in database, skip it...
find record with SiteCode 16633 in database, skip it...
find record with SiteCode 16634 in database, skip it...
find record with SiteCode 16342 in database, skip it...
find record with SiteCode 10195 in database, skip it...
find record with SiteCode 10196 in database, skip it...
find record with SiteCode 13774 in database, skip it...
find record with SiteCode 13775 in database, skip it...
find record with SiteCode 10191 in database, skip it...
find record with SiteCode 13772 in database, skip it...
find record with SiteCode 13249 in database, skip it...
find record with SiteCode 14219 in database, skip it...
find record with SiteCode 20355 in database, skip it...
find record with SiteCode 20444 in database, skip it...
find record with SiteCode 20567 in database, skip it...
find record with SiteCode 20566 in database, skip it...
find record with SiteCode 17091 in database, skip it...
find record with SiteCode 17923 in database, skip it...
find record with SiteCode 20323 in database, skip it...
find record with SiteCode 20197 in database, skip it...
find record with SiteCode 14091 in database, skip it...
find record with SiteCode 15133 in database, skip it...
find record with SiteCode 13787 in database, skip it...
find record with SiteCode 15363 in database, skip it...
find record with SiteCode 11519 in database, skip it...
find record with SiteCode 12543 in database, skip it...
find record with SiteCode 14107 in database, skip it...
find record with SiteCode 12536 in database, skip it...
find record with SiteCode 12535 in database, skip it...
find record with SiteCode 15622 in database, skip it...
find record with SiteCode 15621 in database, skip it...
find record with SiteCode 15625 in database, skip it...
find record with SiteCode 15619 in database, skip it...
find record with SiteCode 15624 in database, skip it...
find record with SiteCode 15623 in database, skip it...
find record with SiteCode 15618 in database, skip it...
find record with SiteCode 15620 in database, skip it...
find record with SiteCode 10782 in database, skip it...
find record with SiteCode 10783 in database, skip it...
find record with SiteCode 10780 in database, skip it...
find record with SiteCode 10781 in database, skip it...
find record with SiteCode 10779 in database, skip it...
find record with SiteCode 10785 in database, skip it...
find record with SiteCode 10784 in database, skip it...
find record with SiteCode 15984 in database, skip it...
find record with SiteCode 13671 in database, skip it...
find record with SiteCode 13625 in database, skip it...
find record with SiteCode 10786 in database, skip it...
find record with SiteCode 15457 in database, skip it...
find record with SiteCode 10609 in database, skip it...
find record with SiteCode 15173 in database, skip it...
find record with SiteCode 10778 in database, skip it...
find record with SiteCode 17189 in database, skip it...
find record with SiteCode 10787 in database, skip it...
find record with SiteCode 14463 in database, skip it...
find record with SiteCode 10548 in database, skip it...
find record with SiteCode 11299 in database, skip it...
find record with SiteCode 20655 in database, skip it...
find record with SiteCode 11300 in database, skip it...
find record with SiteCode 14370 in database, skip it...
find record with SiteCode 11171 in database, skip it...
find record with SiteCode 11301 in database, skip it...
find record with SiteCode 14369 in database, skip it...
find record with SiteCode 20654 in database, skip it...
find record with SiteCode 20656 in database, skip it...
find record with SiteCode 14368 in database, skip it...
find record with SiteCode 11155 in database, skip it...
find record with SiteCode 18641 in database, skip it...
find record with SiteCode 18640 in database, skip it...
find record with SiteCode 20315 in database, skip it...
find record with SiteCode 20314 in database, skip it...
find record with SiteCode 16374 in database, skip it...
find record with SiteCode 11182 in database, skip it...
find record with SiteCode 11242 in database, skip it...
find record with SiteCode 11250 in database, skip it...
find record with SiteCode 11241 in database, skip it...
find record with SiteCode 11244 in database, skip it...
find record with SiteCode 11239 in database, skip it...
find record with SiteCode 11243 in database, skip it...
find record with SiteCode 11247 in database, skip it...
find record with SiteCode 13611 in database, skip it...
find record with SiteCode 11240 in database, skip it...
find record with SiteCode 11248 in database, skip it...
find record with SiteCode 11249 in database, skip it...
find record with SiteCode 11245 in database, skip it...
find record with SiteCode 16624 in database, skip it...
find record with SiteCode 11246 in database, skip it...
find record with SiteCode 17160 in database, skip it...
find record with SiteCode 10943 in database, skip it...
find record with SiteCode 15805 in database, skip it...
find record with SiteCode 15784 in database, skip it...
find record with SiteCode 15783 in database, skip it...
find record with SiteCode 11251 in database, skip it...
find record with SiteCode 18459 in database, skip it...
find record with SiteCode 18460 in database, skip it...
find record with SiteCode 17368 in database, skip it...
find record with SiteCode 18058 in database, skip it...
find record with SiteCode 18059 in database, skip it...
find record with SiteCode 17179 in database, skip it...
find record with SiteCode 17354 in database, skip it...
find record with SiteCode 17355 in database, skip it...
find record with SiteCode 16372 in database, skip it...
find record with SiteCode 15736 in database, skip it...
find record with SiteCode 12165 in database, skip it...
find record with SiteCode 18539 in database, skip it...
find record with SiteCode 18541 in database, skip it...
find record with SiteCode 18542 in database, skip it...
find record with SiteCode 18544 in database, skip it...
find record with SiteCode 18540 in database, skip it...
find record with SiteCode 20202 in database, skip it...
find record with SiteCode 16685 in database, skip it...
find record with SiteCode 16085 in database, skip it...
find record with SiteCode 16083 in database, skip it...
find record with SiteCode 14431 in database, skip it...
find record with SiteCode 18355 in database, skip it...
find record with SiteCode 10209 in database, skip it...
find record with SiteCode 17325 in database, skip it...
find record with SiteCode 14475 in database, skip it...
find record with SiteCode 15628 in database, skip it...
find record with SiteCode 20533 in database, skip it...
find record with SiteCode 10544 in database, skip it...
find record with SiteCode 20434 in database, skip it...
find record with SiteCode 15632 in database, skip it...
find record with SiteCode 18573 in database, skip it...
find record with SiteCode 16714 in database, skip it...
find record with SiteCode 16454 in database, skip it...
find record with SiteCode 11588 in database, skip it...
find record with SiteCode 11587 in database, skip it...
find record with SiteCode 16332 in database, skip it...
find record with SiteCode 12224 in database, skip it...
find record with SiteCode 15962 in database, skip it...
find record with SiteCode 12222 in database, skip it...
find record with SiteCode 12227 in database, skip it...
find record with SiteCode 12223 in database, skip it...
find record with SiteCode 16331 in database, skip it...
find record with SiteCode 12228 in database, skip it...
find record with SiteCode 16330 in database, skip it...
find record with SiteCode 12226 in database, skip it...
find record with SiteCode 12225 in database, skip it...
find record with SiteCode 12229 in database, skip it...
find record with SiteCode 16187 in database, skip it...
find record with SiteCode 16830 in database, skip it...
find record with SiteCode 16185 in database, skip it...
find record with SiteCode 20462 in database, skip it...
find record with SiteCode 13669 in database, skip it...
find record with SiteCode 18406 in database, skip it...
find record with SiteCode 17379 in database, skip it...
find record with SiteCode 10853 in database, skip it...
find record with SiteCode 12232 in database, skip it...
find record with SiteCode 15743 in database, skip it...
find record with SiteCode 13621 in database, skip it...
find record with SiteCode 17469 in database, skip it...
find record with SiteCode 20790 in database, skip it...
find record with SiteCode 20021 in database, skip it...
find record with SiteCode 16403 in database, skip it...
find record with SiteCode 20565 in database, skip it...
find record with SiteCode 13588 in database, skip it...
find record with SiteCode 17251 in database, skip it...
find record with SiteCode 14940 in database, skip it...
find record with SiteCode 12230 in database, skip it...
find record with SiteCode 12231 in database, skip it...
find record with SiteCode 17299 in database, skip it...
find record with SiteCode 20229 in database, skip it...
find record with SiteCode 20161 in database, skip it...
find record with SiteCode 20359 in database, skip it...
find record with SiteCode 12698 in database, skip it...
find record with SiteCode 20356 in database, skip it...
find record with SiteCode 15188 in database, skip it...
find record with SiteCode 10067 in database, skip it...
find record with SiteCode 17233 in database, skip it...
find record with SiteCode 18802 in database, skip it...
find record with SiteCode 15588 in database, skip it...
find record with SiteCode 16944 in database, skip it...
find record with SiteCode 16263 in database, skip it...
find record with SiteCode 16262 in database, skip it...
find record with SiteCode 13686 in database, skip it...
find record with SiteCode 16264 in database, skip it...
find record with SiteCode 20380 in database, skip it...
find record with SiteCode 16265 in database, skip it...
find record with SiteCode 18519 in database, skip it...
find record with SiteCode 14092 in database, skip it...
find record with SiteCode 14093 in database, skip it...
find record with SiteCode 14094 in database, skip it...
find record with SiteCode 14095 in database, skip it...
find record with SiteCode 14096 in database, skip it...
find record with SiteCode 18498 in database, skip it...
find record with SiteCode 15961 in database, skip it...
find record with SiteCode 15744 in database, skip it...
find record with SiteCode 10511 in database, skip it...
find record with SiteCode 10510 in database, skip it...
find record with SiteCode 10509 in database, skip it...
find record with SiteCode 17567 in database, skip it...
find record with SiteCode 10270 in database, skip it...
find record with SiteCode 10267 in database, skip it...
find record with SiteCode 10269 in database, skip it...
find record with SiteCode 10268 in database, skip it...
find record with SiteCode 13329 in database, skip it...
find record with SiteCode 16529 in database, skip it...
find record with SiteCode 16530 in database, skip it...
find record with SiteCode 16531 in database, skip it...
find record with SiteCode 15226 in database, skip it...
find record with SiteCode 15227 in database, skip it...
find record with SiteCode 15228 in database, skip it...
find record with SiteCode 15927 in database, skip it...
find record with SiteCode 15928 in database, skip it...
find record with SiteCode 15929 in database, skip it...
find record with SiteCode 15930 in database, skip it...
find record with SiteCode 16226 in database, skip it...
find record with SiteCode 16227 in database, skip it...
find record with SiteCode 16229 in database, skip it...
find record with SiteCode 16840 in database, skip it...
find record with SiteCode 13324 in database, skip it...
find record with SiteCode 14609 in database, skip it...
find record with SiteCode 13327 in database, skip it...
find record with SiteCode 14916 in database, skip it...
find record with SiteCode 14611 in database, skip it...
find record with SiteCode 14610 in database, skip it...
find record with SiteCode 16843 in database, skip it...
find record with SiteCode 11424 in database, skip it...
find record with SiteCode 14618 in database, skip it...
find record with SiteCode 14620 in database, skip it...
find record with SiteCode 16841 in database, skip it...
find record with SiteCode 14622 in database, skip it...
find record with SiteCode 13330 in database, skip it...
find record with SiteCode 14612 in database, skip it...
find record with SiteCode 14887 in database, skip it...
find record with SiteCode 15456 in database, skip it...
find record with SiteCode 16839 in database, skip it...
find record with SiteCode 14615 in database, skip it...
find record with SiteCode 14617 in database, skip it...
find record with SiteCode 14623 in database, skip it...
find record with SiteCode 13323 in database, skip it...
find record with SiteCode 13326 in database, skip it...
find record with SiteCode 16568 in database, skip it...
find record with SiteCode 13325 in database, skip it...
find record with SiteCode 13328 in database, skip it...
find record with SiteCode 16670 in database, skip it...
find record with SiteCode 14608 in database, skip it...
find record with SiteCode 14607 in database, skip it...
find record with SiteCode 14619 in database, skip it...
find record with SiteCode 16569 in database, skip it...
find record with SiteCode 16567 in database, skip it...
find record with SiteCode 16844 in database, skip it...
find record with SiteCode 14606 in database, skip it...
find record with SiteCode 14614 in database, skip it...
find record with SiteCode 16842 in database, skip it...
find record with SiteCode 16566 in database, skip it...
find record with SiteCode 14616 in database, skip it...
find record with SiteCode 13331 in database, skip it...
find record with SiteCode 14621 in database, skip it...
find record with SiteCode 12131 in database, skip it...
find record with SiteCode 17419 in database, skip it...
find record with SiteCode 20721 in database, skip it...
find record with SiteCode 17255 in database, skip it...
find record with SiteCode 16311 in database, skip it...
find record with SiteCode 17468 in database, skip it...
find record with SiteCode 17882 in database, skip it...
find record with SiteCode 17876 in database, skip it...
find record with SiteCode 17873 in database, skip it...
find record with SiteCode 13293 in database, skip it...
find record with SiteCode 13688 in database, skip it...
find record with SiteCode 16120 in database, skip it...
find record with SiteCode 20408 in database, skip it...
find record with SiteCode 14550 in database, skip it...
find record with SiteCode 14453 in database, skip it...
find record with SiteCode 20130 in database, skip it...
find record with SiteCode 20500 in database, skip it...
find record with SiteCode 20497 in database, skip it...
find record with SiteCode 17844 in database, skip it...
find record with SiteCode 17662 in database, skip it...
find record with SiteCode 17863 in database, skip it...
find record with SiteCode 14246 in database, skip it...
find record with SiteCode 10967 in database, skip it...
find record with SiteCode 10969 in database, skip it...
find record with SiteCode 10968 in database, skip it...
find record with SiteCode 10972 in database, skip it...
find record with SiteCode 18060 in database, skip it...
find record with SiteCode 14904 in database, skip it...
find record with SiteCode 20424 in database, skip it...
find record with SiteCode 20425 in database, skip it...
find record with SiteCode 20422 in database, skip it...
find record with SiteCode 16431 in database, skip it...
find record with SiteCode 15386 in database, skip it...
find record with SiteCode 20171 in database, skip it...
find record with SiteCode 17353 in database, skip it...
find record with SiteCode 10541 in database, skip it...
find record with SiteCode 10539 in database, skip it...
find record with SiteCode 10540 in database, skip it...
find record with SiteCode 10538 in database, skip it...
find record with SiteCode 18302 in database, skip it...
find record with SiteCode 10543 in database, skip it...
find record with SiteCode 10542 in database, skip it...
find record with SiteCode 12522 in database, skip it...
find record with SiteCode 13655 in database, skip it...
find record with SiteCode 18501 in database, skip it...
find record with SiteCode 20198 in database, skip it...
find record with SiteCode 16673 in database, skip it...
find record with SiteCode 17864 in database, skip it...
find record with SiteCode 14248 in database, skip it...
find record with SiteCode 11085 in database, skip it...
find record with SiteCode 16706 in database, skip it...
find record with SiteCode 16886 in database, skip it...
find record with SiteCode 16310 in database, skip it...
find record with SiteCode 16005 in database, skip it...
find record with SiteCode 15184 in database, skip it...
find record with SiteCode 16239 in database, skip it...
find record with SiteCode 10821 in database, skip it...
find record with SiteCode 17301 in database, skip it...
find record with SiteCode 10816 in database, skip it...
find record with SiteCode 10014 in database, skip it...
find record with SiteCode 18195 in database, skip it...
find record with SiteCode 10011 in database, skip it...
find record with SiteCode 10013 in database, skip it...
find record with SiteCode 10012 in database, skip it...
find record with SiteCode 10015 in database, skip it...
find record with SiteCode 16646 in database, skip it...
find record with SiteCode 15825 in database, skip it...
find record with SiteCode 11384 in database, skip it...
find record with SiteCode 16637 in database, skip it...
find record with SiteCode 16647 in database, skip it...
find record with SiteCode 16616 in database, skip it...
find record with SiteCode 14899 in database, skip it...
find record with SiteCode 20099 in database, skip it...
find record with SiteCode 10201 in database, skip it...
find record with SiteCode 20731 in database, skip it...
find record with SiteCode 11176 in database, skip it...
find record with SiteCode 10198 in database, skip it...
find record with SiteCode 10199 in database, skip it...
find record with SiteCode 16087 in database, skip it...
find record with SiteCode 14791 in database, skip it...
find record with SiteCode 14898 in database, skip it...
find record with SiteCode 10341 in database, skip it...
find record with SiteCode 15809 in database, skip it...
find record with SiteCode 16697 in database, skip it...
find record with SiteCode 12025 in database, skip it...
find record with SiteCode 11584 in database, skip it...
find record with SiteCode 12026 in database, skip it...
find record with SiteCode 11552 in database, skip it...
find record with SiteCode 16880 in database, skip it...
find record with SiteCode 12027 in database, skip it...
find record with SiteCode 16881 in database, skip it...
find record with SiteCode 12028 in database, skip it...
find record with SiteCode 10696 in database, skip it...
